order_id,first_name,last_name,order_date,order_year,order_month,revenue_per_item,product_name,product_category
4436,Julie,Aguilar,2024-01-14 03:01:00.000000 UTC,2024,1,36.9900016784668,Tri-Mountain Women's 1/4 Zip Fleece Pullover. 7110,Plus
104560,Alejandra,Reid,2021-01-15 12:02:00.000000 UTC,2021,1,210.0,Oakley Women's Gb Favorite Insulated Pant,Outerwear & Coats
8153,Jesse,Weeks,2024-01-26 04:57:00.000000 UTC,2024,1,26.5,Rated M Men's 2-Pack Brief,Underwear
8750,Michele,Rodriguez,2022-01-27 13:23:00.000000 UTC,2022,1,60.0,Wacoal Women's Bodysuede Ultra Full Figured Seamless Underwire with Lace Trim,Intimates
26337,Shirley,Kelly,2025-01-17 04:56:00.000000 UTC,2025,1,35.889999389648438,Japanese Weekend Women's Maternity Pencil Pant,Maternity
26337,Shirley,Kelly,2025-01-17 04:56:00.000000 UTC,2025,1,194.0,Tolani Women's Daphne Top,Tops & Tees
72530,Caleb,Pollard,2021-01-16 04:46:00.000000 UTC,2021,1,149.94999694824219,Intimo Men's Classic Silk Robe,Sleep & Lounge
29357,Gene,Stewart,2023-01-19 10:50:00.000000 UTC,2023,1,9.9899997711181641,ililily Simple Basic 100% Cotton Baseball 3/4 raglan sleeve T-shirt for Men (tshirts-008),Tops & Tees
29357,Gene,Stewart,2023-01-19 10:50:00.000000 UTC,2023,1,28.0,Malestrom / N2N Net Pouch Boxer Brief-Nude,Underwear
29357,Gene,Stewart,2023-01-19 10:50:00.000000 UTC,2023,1,40.0,Tommy Hilfiger Men's 4 Pack Boxer Brief,Underwear
29357,Gene,Stewart,2023-01-19 10:50:00.000000 UTC,2023,1,82.989997863769531,Ugly Christmas Sweater - Lighted LED Naughty Gingerbread Man Holiday Sweater by Skedouche,Sweaters
7810,William,Gaines,2023-01-30 15:06:00.000000 UTC,2023,1,9.9899997711181641,Carhartt Men's Knit Hat With Visor,Accessories
7810,William,Gaines,2023-01-30 15:06:00.000000 UTC,2023,1,32.950000762939453,Activ Maximiser Brief Men's Bikini Underwear By Gregg Homme,Underwear
116020,Tina,Johnson,2025-01-20 03:02:00.000000 UTC,2025,1,9.3900003433227539,Allegra K Women Button Closure Round Neck Semi Sheer Leopard Print Blouse Black Brown XS,Tops & Tees
116020,Tina,Johnson,2025-01-20 03:02:00.000000 UTC,2025,1,34.0,Vanity Fair Women's Body Sleeks Age Defying Lift Full Coverage Contour Bra #75270,Plus
79991,Eric,Neal,2022-01-28 09:52:00.000000 UTC,2022,1,27.739999771118164,Allegra K Men Fashion Zipped Front Patch Pockets Stand Collar Wind Jacket Khaki Color M,Outerwear & Coats
105706,Tracy,Fisher,2025-01-09 05:45:00.000000 UTC,2025,1,25.0,Burnside Men's Torso Stripe Hoody Shirt,Fashion Hoodies & Sweatshirts
14868,Rebecca,Peterson,2025-01-30 17:46:00.000000 UTC,2025,1,43.6599998474121,Nomis Stacey Hooded Cardigan Sweater - Women's,Fashion Hoodies & Sweatshirts
14868,Rebecca,Peterson,2025-01-30 17:46:00.000000 UTC,2025,1,270.0,Salomon Women's Exposure II Jacket,Outerwear & Coats
105573,David,Morrow,2022-01-13 06:40:00.000000 UTC,2022,1,35.0,Men's Turquoise Paisley Jacquard Suit Vest and Neck Tie Set,Suits & Sport Coats
76014,Toni,Reyes,2024-01-20 07:00:00.000000 UTC,2024,1,16.989999771118164,Comfort Choice Plus Size 6-Pack Rib Knit Socks,Socks & Hosiery
76014,Toni,Reyes,2024-01-20 07:00:00.000000 UTC,2024,1,125.0,Anne Klein Women's Alicia Wool Coat,Outerwear & Coats
76014,Toni,Reyes,2024-01-20 07:00:00.000000 UTC,2024,1,147.1300048828125,Kasper Eternal City Pant Suit,Clothing Sets
96052,Diana,Wells,2025-01-10 08:16:00.000000 UTC,2025,1,32.0,Ladies Gold Color Studded Black Faux Leather Shorts,Shorts
101932,Charles,Martin,2025-01-03 14:45:00.000000 UTC,2025,1,26.75,Fun Boxers I Like Big Bucks Fleece Lounge Pants for Men,Sleep & Lounge
37306,Javier,Rice,2025-01-06 02:33:00.000000 UTC,2025,1,21.989999771118164,Dockers Men's Dockers 35Mm Comfort Click To Fit Belt,Accessories
109852,Thomas,Everett,2020-01-19 01:27:00.000000 UTC,2020,1,125.0,Original Penguin Men's Pro-Bro Mock Sweater,Sweaters
36453,Kathryn,Melton,2023-01-22 05:29:00.000000 UTC,2023,1,15.899999618530272,Metallic Cheerleading Low Rise Boy Cut Briefs,Intimates
9667,Robert,Martinez,2024-01-30 18:06:00.000000 UTC,2024,1,34.970001220703125,Bjorn Borg Men's Cyber Check Pajama Pant,Sleep & Lounge
63718,Benjamin,Foster,2022-01-25 00:33:00.000000 UTC,2022,1,69.5,Marc New York Men's V-Neck Sweater,Sweaters
29812,Valerie,Davis,2025-01-17 08:37:00.000000 UTC,2025,1,20.0,DK Signature Sheer Satin Control Top Buff S,Socks & Hosiery
29812,Valerie,Davis,2025-01-17 08:37:00.000000 UTC,2025,1,79.0,KUT from the Kloth Women's Diana Skinny Basic Jean,Jeans
29812,Valerie,Davis,2025-01-17 08:37:00.000000 UTC,2025,1,94.949996948242173,Ray-Ban RB 4132 sunglasses,Accessories
22238,John,Myers,2022-01-29 18:55:00.000000 UTC,2022,1,47.950000762939446,Speedo Men's Rapid Splice Xtra Life Lycra Jammer Swimsuit,Swim
11830,Lauren,Rojas,2024-01-31 13:00:00.000000 UTC,2024,1,9.8100004196167,Allegra K Woman Drawstring Waist Crochet Decor Hem Denim Short Shorts Blue XS,Shorts
46582,Bridget,Morgan,2025-01-31 09:17:00.000000 UTC,2025,1,99.0,Lucky Brand Women's Zoe Bootleg Jean,Jeans
71437,James,Richardson,2025-01-17 02:14:00.000000 UTC,2025,1,20.8700008392334,UltraClub Adult Cool-N-Dry Sport Performance Interlock Crewneck T-Shirt. 8420,Tops & Tees
71437,James,Richardson,2025-01-17 02:14:00.000000 UTC,2025,1,55.0,Calvin Klein Mens Modern Merino Wool V-Neck Sweater,Sweaters
12823,Sheri,Reyes,2025-01-03 02:13:00.000000 UTC,2025,1,129.99000549316406,Sutton Studio Women's Velvet Pantsuit,Suits
113076,Brandon,Sanders,2024-01-04 17:21:00.000000 UTC,2024,1,18.0,Puma Men's Socks,Socks
43750,Mark,Rice,2025-01-08 16:09:00.000000 UTC,2025,1,33.209999084472656,Port Authority Men's Big Cotton Interlock Knit Turtleneck. K322,Sweaters
43750,Mark,Rice,2025-01-08 16:09:00.000000 UTC,2025,1,49.9900016784668,Guide Gear Flannel - lined Denim Jacket Stonewash,Outerwear & Coats
37757,Kenneth,Hampton,2025-01-31 16:31:00.000000 UTC,2025,1,48.959999084472656,Banana Republic Men's Crew Neck Long Sleeve Thermal Striped Sweater Gray,Sweaters
56169,Kristy,Rowland,2025-01-20 12:54:00.000000 UTC,2025,1,25.0,Intimo Women's Warm Knits Pajama Set,Sleep & Lounge
63031,Terry,Waters,2024-01-19 08:00:00.000000 UTC,2024,1,21.0,Pistil Women's Clara Knit Hat,Accessories
63031,Terry,Waters,2024-01-19 08:00:00.000000 UTC,2024,1,99.989997863769517,Elie Tahari Black Exposed Stitching Detail Lorenza Pant,Pants & Capris
112569,Randy,Carroll,2025-01-20 18:22:00.000000 UTC,2025,1,33.75,Calvin Klein Men's Vintage Leather 4-In-1 Reversible Belt,Accessories
68029,Peter,Morris,2024-01-31 04:39:00.000000 UTC,2024,1,49.5,Rocawear Men's Weekend Short,Shorts
68029,Peter,Morris,2024-01-31 04:39:00.000000 UTC,2024,1,64.949996948242188,Columbia Sportswear Super Bonehead Classic Short Sleeve Shirt,Tops & Tees
123465,Patricia,Russell,2024-01-01 14:50:00.000000 UTC,2024,1,7.9899997711181632,Ed Hardy Skull With Roses Fancy Sport Socks,Socks & Hosiery
123465,Patricia,Russell,2024-01-01 14:50:00.000000 UTC,2024,1,26.170000076293945,Vigoss Juniors Skinny Emboss Dbl V Back Pocket Jean,Jeans
76992,Keith,Carey,2025-01-29 01:50:00.000000 UTC,2025,1,12.0,Richer Poorer Men's Bread Winner Socks,Socks
3639,Marco,Cohen,2022-01-22 15:48:00.000000 UTC,2022,1,19.209999084472656,Duofold Men's Midweight Ankle Length Bottom,Underwear
121361,Mike,Howard,2025-01-23 16:02:00.000000 UTC,2025,1,14.5,Fruit of the Loom Men's 2 Pack Active Ringer Boxer Brief,Underwear
34747,Heather,Blackburn,2024-01-05 09:46:00.000000 UTC,2024,1,19.989999771118164,Bslingerie Womens Satin Boned Bridal Bustier Corset,Intimates
34747,Heather,Blackburn,2024-01-05 09:46:00.000000 UTC,2024,1,42.0,Maidenform Women's Control It Shiny Collection Full Slip Bra,Intimates
34747,Heather,Blackburn,2024-01-05 09:46:00.000000 UTC,2024,1,198.0,True Religion Women's Becky Petite Women Jean,Jeans
106583,Mary,George,2025-01-13 11:08:00.000000 UTC,2025,1,29.0,Charter Club Penguin Sleepshirt,Intimates
77460,Sherry,Sweeney,2024-01-20 00:35:00.000000 UTC,2024,1,22.979999542236328,Motherhood Maternity: Sports Clip Down Nursing Bra,Maternity
77460,Sherry,Sweeney,2024-01-20 00:35:00.000000 UTC,2024,1,39.950000762939446,Kimono Robe - Brocade Mini Cherry Blossom & Bamboo (Long),Sleep & Lounge
42351,Jonathan,Goodman,2025-01-18 03:23:00.000000 UTC,2025,1,99.989997863769517,Levi's Men's Wool Melton Peacoat,Outerwear & Coats
81992,Jill,Curtis,2024-01-20 06:54:00.000000 UTC,2024,1,35.680000305175781,Body Glove Juniors Camper Boardshort,Swim
53054,Scott,Hood,2023-01-06 03:17:00.000000 UTC,2023,1,99.5,Paul Fredrick Wool \ Cashmere Flannel Pleated Front Pant,Pants
75117,Patrick,Carlson,2020-01-11 01:55:00.000000 UTC,2020,1,18.0,Puma Men's Socks,Active
75117,Patrick,Carlson,2020-01-11 01:55:00.000000 UTC,2020,1,34.900001525878906,Lee Men's Big & Tall Belted Wyoming Cargo Short,Shorts
78326,Jackie,Farmer,2025-01-18 13:38:00.000000 UTC,2025,1,5.9899997711181641,Winter Fall Plain Solid Scarf,Accessories
78326,Jackie,Farmer,2025-01-18 13:38:00.000000 UTC,2025,1,39.950000762939446,New A-Line Full Bridal Petticoat Crinoline Wedding Gown Slip (106DS),Intimates
78326,Jackie,Farmer,2025-01-18 13:38:00.000000 UTC,2025,1,50.0,Royal Robbins Women's Cabo Skort,Shorts
78326,Jackie,Farmer,2025-01-18 13:38:00.000000 UTC,2025,1,88.0,Hanro Women's Moments Wide Lace Spaghetti Camisole,Intimates
85091,Jennifer,May,2020-01-01 04:15:00.000000 UTC,2020,1,6.96999979019165,Trendy Plaid & Houndstooth Check Soft Square Scarf - Different Colors Available By TrendsBlue,Plus
85091,Jennifer,May,2020-01-01 04:15:00.000000 UTC,2020,1,14.899999618530272,Black Ladies Cowl Neck Draped Sweater Dolman Sleeves,Sweaters
85091,Jennifer,May,2020-01-01 04:15:00.000000 UTC,2020,1,19.989999771118164,Shell Inspired Bra and Panty Set,Intimates
85091,Jennifer,May,2020-01-01 04:15:00.000000 UTC,2020,1,37.349998474121087,Smartwool Women's Microweight Hiphugger,Intimates
20335,Jermaine,Jenkins,2024-01-31 10:06:00.000000 UTC,2024,1,28.0,RVCA Men's VTC 2 Tee,Tops & Tees
78607,Ashley,Morris,2021-01-04 12:17:00.000000 UTC,2021,1,43.9900016784668,Levi's Women's Mid Rise Skinny Jean,Jeans
25536,Becky,Brown,2025-01-21 00:35:00.000000 UTC,2025,1,8.4700002670288086,Allegra K Woman Cowl Neck Stripe Bare Back Mini Dress Blue Black S,Dresses
83421,Micheal,Moyer,2025-01-22 04:24:00.000000 UTC,2025,1,199.0,Calvin Klein Men's Fashion Coat,Outerwear & Coats
73391,Jennifer,Wilson,2022-01-17 15:28:00.000000 UTC,2022,1,22.020000457763672,Zumba Fitness Women's Shatter 3/4 Sleeve Top,Active
73391,Jennifer,Wilson,2022-01-17 15:28:00.000000 UTC,2022,1,36.9900016784668,Sexy Womens Two Piece Triangle Boyshort Summer Print Swimsuit,Swim
87936,Cheryl,Burns,2021-01-23 12:04:00.000000 UTC,2021,1,27.0,Hanes Silk Reflections Women's Waist Smoother Extended Control Top Pantyhose,Socks & Hosiery
118239,James,Wilson,2024-01-28 07:43:00.000000 UTC,2024,1,29.989999771118164,Calvin Klein Mens Body Dress Shirt,Tops & Tees
118239,James,Wilson,2024-01-28 07:43:00.000000 UTC,2024,1,125.0,Mountain Hardwear Men's Dual Fleece Jacket,Outerwear & Coats
117027,Daniel,Flores,2025-01-17 15:32:00.000000 UTC,2025,1,129.0,Lucky Brand Mens 181 Relaxed Straight Leg Jean in Ol Night Shift,Jeans
105153,Tiffany,Reynolds,2023-01-07 07:41:00.000000 UTC,2023,1,9.40999984741211,Allegra K Women Long Sleeve Zip up Flower Pattern Off White Shrug Bolero XS,Sweaters
105153,Tiffany,Reynolds,2023-01-07 07:41:00.000000 UTC,2023,1,39.5,Ladies Plus Size Black Synthetic Leather Jacket Button Collar,Outerwear & Coats
22897,Matthew,Williams,2025-01-13 18:01:00.000000 UTC,2025,1,16.3799991607666,Wigwam Men's Snow Whisper Pro Ski Socks,Socks
22897,Matthew,Williams,2025-01-13 18:01:00.000000 UTC,2025,1,35.959999084472656,Nomis Fever Hoodie White Men's,Fashion Hoodies & Sweatshirts
56311,Ariana,Watts,2021-01-18 05:53:00.000000 UTC,2021,1,51.75,Carole Hochman Women's Festive Ikat Bouquet Pajama,Sleep & Lounge
56311,Ariana,Watts,2021-01-18 05:53:00.000000 UTC,2021,1,99.0,Miss Me JEANS - Border-Stitch Skinny Jeans,Jeans
56311,Ariana,Watts,2021-01-18 05:53:00.000000 UTC,2021,1,105.0,Tommy Hilfiger Women's Packable Down Jacket with Hood,Outerwear & Coats
76332,Allison,Randall,2025-01-07 08:32:00.000000 UTC,2025,1,13.289999961853027,Allegra K Woman Fake Pearls Applique Decor Low Waist Denim Shorts Dark Blue XS,Shorts
63093,Cody,May,2025-01-31 14:32:00.000000 UTC,2025,1,79.949996948242173,Tuxedo Vest - Solid Satin with Matching Pin Ascot,Suits & Sport Coats
41614,Susan,Reynolds,2020-01-23 03:15:00.000000 UTC,2020,1,59.9900016784668,Juicy Couture Terry Zip Hoodie Washed Blue Plain,Fashion Hoodies & Sweatshirts
124594,Mark,Moore,2023-01-06 04:08:00.000000 UTC,2023,1,24.0,DC Men's RD USA Star Tee,Tops & Tees
114886,Martin,Burton,2024-01-09 12:15:00.000000 UTC,2024,1,79.949996948242173,Tuxedo Vest Solid Satin Red with Coordinating Bowtie,Suits & Sport Coats
22282,Natasha,Singh,2025-01-23 18:25:00.000000 UTC,2025,1,6.0,Croakies Micro Suiter Eyewear Retainer,Accessories
22282,Natasha,Singh,2025-01-23 18:25:00.000000 UTC,2025,1,38.9900016784668,Two Piece Crochet Trim Bikini Hot Summer Beach Sexy Low rise Brazilian Bikini Swim Suit,Swim
43899,Elizabeth,Rios,2023-01-30 16:33:00.000000 UTC,2023,1,32.9900016784668,Rhinestone Halter Monokini Black,Swim
43899,Elizabeth,Rios,2023-01-30 16:33:00.000000 UTC,2023,1,39.4099998474121,Calvin Klein Jeans Women's Petite Belted Boyfriend Jean,Jeans
43899,Elizabeth,Rios,2023-01-30 16:33:00.000000 UTC,2023,1,57.9900016784668,GREEN DRESS PEASANT LAYER RENAISSANCE - FITS (ONE SIZE) - L XL 1X 2X - G803G LOTUSTRADERS,Dresses
43899,Elizabeth,Rios,2023-01-30 16:33:00.000000 UTC,2023,1,68.0,Japanese Weekend Bootleg Maternity Pant,Maternity
110487,Deborah,Chavez,2024-01-21 01:05:00.000000 UTC,2024,1,19.5,Juniors Charcoal Spring Hoodie Zipper Jacket,Fashion Hoodies & Sweatshirts
95613,Diane,Adams,2025-01-19 11:14:00.000000 UTC,2025,1,10.729999542236328,Allegra K Women Hooded Zip Up Dolman Sleeve Loose Thin Coat Amaranth Pink XS,Fashion Hoodies & Sweatshirts
95613,Diane,Adams,2025-01-19 11:14:00.000000 UTC,2025,1,15.949999809265137,LeggingsQueen Leopard Printed Leggings,Leggings
95613,Diane,Adams,2025-01-19 11:14:00.000000 UTC,2025,1,19.989999771118164,Bettty Boop Black Kiss Pajamas for Juniors,Sleep & Lounge
95613,Diane,Adams,2025-01-19 11:14:00.000000 UTC,2025,1,24.989999771118164,Black Knit Ruffle Edge Poncho Shawl Cloak Wrap Cape,Accessories
22223,Brian,Fox,2024-01-29 13:56:00.000000 UTC,2024,1,99.0,Lucky Brand Mens Men's 361 Vintage Straight Denim Jean,Jeans
77283,Jenny,Robinson,2023-01-05 07:45:00.000000 UTC,2023,1,36.0,Fashion Forms Women's Backless Strapless U Plunge Bra,Intimates
57840,Valerie,Santana,2024-01-20 17:18:00.000000 UTC,2024,1,24.989999771118164,Women's Guide Gear Footie Pajamas,Sleep & Lounge
70283,David,Long,2023-01-03 05:36:00.000000 UTC,2023,1,10.989999771118164,Foot Traffic Mens Tuxedo Socks,Socks
70283,David,Long,2023-01-03 05:36:00.000000 UTC,2023,1,60.0,Silver Edition Big & Tall Vineyard Stretch Suit Pants,Suits & Sport Coats
99526,Joel,Thomas,2024-01-25 09:10:00.000000 UTC,2024,1,12.0,Reebok Men's 3 Pack Vector Low Cut Sock,Socks
99526,Joel,Thomas,2024-01-25 09:10:00.000000 UTC,2024,1,15.989999771118164,Neff Men's Fold Beanie,Accessories
99526,Joel,Thomas,2024-01-25 09:10:00.000000 UTC,2024,1,185.0,Vince Cardigan Sweater X-Large Wool Cashmere Hoodie Blue,Fashion Hoodies & Sweatshirts
40077,David,Mcguire,2023-01-06 15:17:00.000000 UTC,2023,1,16.0,Champion High Performance Men's Athletic Ankle Socks Extended Sizes 3-Pack 12-14-White,Socks
40077,David,Mcguire,2023-01-06 15:17:00.000000 UTC,2023,1,54.200000762939446,Rapid Dominance US Navy Full Zip Fleece Military Hoodies,Active
11278,Anne,Simpson,2021-01-26 07:37:00.000000 UTC,2021,1,24.969999313354489,Roxy Women's HORIZON Teal Short Shorts,Shorts
123001,Stacy,Wright,2025-01-06 12:21:00.000000 UTC,2025,1,8.869999885559082,Allegra K Ladies Puff Sleeve V Neck Single Breasted Coat Black XS,Blazers & Jackets
33381,Robert,Martinez,2024-01-27 09:07:00.000000 UTC,2024,1,34.0,Wrangler Men's Tall-Big Painted Desert Basic Shirt,Tops & Tees
33381,Robert,Martinez,2024-01-27 09:07:00.000000 UTC,2024,1,98.0,GUESS Falcon Jeans in Quake Wash 32 Inseam,Jeans
14764,Kathryn,Nichols,2025-01-07 01:04:00.000000 UTC,2025,1,7.9899997711181632,MJ Soffe Adult's Athletic Short,Active
10796,Joseph,Lewis,2025-01-11 07:37:00.000000 UTC,2025,1,25.0,MJC International Mens Generic Faux Denim Pant,Sleep & Lounge
10796,Joseph,Lewis,2025-01-11 07:37:00.000000 UTC,2025,1,79.949996948242173,Tuxedo Vest -Herringbone Collection Merlot with Coordinating Windsor Band Tie,Suits & Sport Coats
43135,Christina,Garrett,2025-01-12 12:01:00.000000 UTC,2025,1,25.0,La Leche League Waist Nipper,Maternity
2669,Cynthia,Jennings,2024-01-28 14:24:00.000000 UTC,2024,1,39.9900016784668,Plus Size Sequined Princess Ruffle Dress Black Red,Plus
113933,Amy,Barrett,2025-01-16 18:29:00.000000 UTC,2025,1,87.0,!iT Jeans Women's Curvy Slim Boot Jean,Jeans
113933,Amy,Barrett,2025-01-16 18:29:00.000000 UTC,2025,1,237.00999450683597,Margaret O'Leary Women's Double Face Hoodie,Fashion Hoodies & Sweatshirts
50973,Devin,Barton,2025-01-11 02:50:00.000000 UTC,2025,1,15.989999771118164,City Hunter Soft Nylon Russian/Trapper/Trooper Winter Hat (One Size),Accessories
111274,Debra,Moore,2024-01-21 16:36:00.000000 UTC,2024,1,29.0,Frederick's of Hollywood Ruched Lace Teddy Womens,Intimates
111274,Debra,Moore,2024-01-21 16:36:00.000000 UTC,2024,1,49.950000762939446,Women's UA EVO ColdGearÂ® Longsleeve Mock Tops by Under Armour,Active
50550,David,Rogers,2023-01-31 02:31:00.000000 UTC,2023,1,29.5,Hugo Boss Men's Swimwear Shorts Laternfish BM Black ST #50220849,Swim
50550,David,Rogers,2023-01-31 02:31:00.000000 UTC,2023,1,41.959999084472656,Alpinestar Men's Blaze Zip Fleece Hoodie Charcoal,Fashion Hoodies & Sweatshirts
50550,David,Rogers,2023-01-31 02:31:00.000000 UTC,2023,1,55.0,Quiksilver Waterman Mens Tapaman Hybrid Trunk,Swim
68761,Heather,Hickman,2025-01-25 11:27:00.000000 UTC,2025,1,29.0,Wide Leg Side Split Cotton Palazzo Pants,Maternity
71477,Victoria,Sims,2024-01-31 17:48:00.000000 UTC,2024,1,11.0,Bali Women's Lacy Skamp Hikini #2433,Intimates
18247,Kayla,Moss,2024-01-24 13:15:00.000000 UTC,2024,1,14.149999618530272,Allegra K Ladies Dark Purple Round Neck Lace Flower Long Sleeves Underwear Suits XS,Intimates
56208,Sarah,Lawson,2025-01-28 13:35:00.000000 UTC,2025,1,9.0200004577636737,Allegra K Lady Brown Beige Fuchsia Nordic Pattern Winter Kniting Leggings XS,Leggings
54275,Alexander,Henderson,2025-01-01 12:20:00.000000 UTC,2025,1,31.0,Duofold Men's Big-Tall Mid Weight Crew Thermal Top,Active
120803,Bob,Fletcher,2024-01-29 10:36:00.000000 UTC,2024,1,24.280000686645508,Tommy Hilfiger Men's  Oxford Slim Front Pocket Wallet,Accessories
75470,Emily,Kim,2025-01-16 15:44:00.000000 UTC,2025,1,238.0,Letarte Womens Popcorn Embroidered Sleeveless Tunic,Swim
14204,Alyssa,Wolfe,2024-01-24 18:53:00.000000 UTC,2024,1,22.969999313354489,Roxy Girl's BELIEVE IT Pink Shorts 488972-GRS,Shorts
29594,Shelly,Miller,2024-01-06 05:31:00.000000 UTC,2024,1,18.0,LibbySue-A Luxurious Pashmina Silk Blend Scarf,Accessories
29594,Shelly,Miller,2024-01-06 05:31:00.000000 UTC,2024,1,41.450000762939446,Level 99 Women's Kylie Patch Pocket Short,Shorts
18305,Jack,Dean,2025-01-02 16:58:00.000000 UTC,2025,1,79.989997863769531,Alpha Industries M-65 Water-Repellent Field Jacket. Made In The USA. Available in All Sizes and Colors.,Outerwear & Coats
108383,Kevin,Novak,2024-01-09 18:40:00.000000 UTC,2024,1,65.0,Volcom Men's Premium Chino Pant,Pants
105587,Cassidy,Hurst,2024-01-21 07:33:00.000000 UTC,2024,1,18.0,LibbySue-Animal Print Crinkle Leopard Scarf,Plus
9858,Clifford,Webb,2025-01-19 04:27:00.000000 UTC,2025,1,35.950000762939453,Blue Polka Dots Mens Designer Tuxedo Vest Set Match Tuxedo Vests for Men Cufflinks Hanky And Ascot Tie For Suit Y&G VS2011,Suits & Sport Coats
9858,Clifford,Webb,2025-01-19 04:27:00.000000 UTC,2025,1,39.9900016784668,Cubavera Men's Single Pleat Linen Rayon Herringbone Pant,Pants
78422,Christina,Atkinson,2022-01-03 00:26:00.000000 UTC,2022,1,15.989999771118164,Thorlo Unisex Experia Running Sock,Plus
30094,Ashley,Jones,2025-01-20 02:30:00.000000 UTC,2025,1,53.069999694824219,Glamorise Women's Magiclift Long Line Bra,Intimates
19178,Becky,Mckee,2025-01-04 11:02:00.000000 UTC,2025,1,41.979999542236328,Patty Women Unique Puffy Sleeve Fold Neck Asym Hem Cardigan Sweater,Sweaters
46841,Scott,Boone,2022-01-23 02:22:00.000000 UTC,2022,1,43.950000762939446,Speedo Men's Reverb Endurance Plus Brief Swimsuit,Swim
76787,Richard,Gibson,2025-01-06 07:04:00.000000 UTC,2025,1,34.9900016784668,ililily Double-layer Cotton Hooded Sweatshirt Solid Color Full Zip-up Hoodie (hoodies-016),Fashion Hoodies & Sweatshirts
68647,Monica,Anderson,2025-01-15 10:27:00.000000 UTC,2025,1,54.0,Farr West Heirloom Rose 20 Half Slip (559),Intimates
92039,Tracy,Simpson,2025-01-06 14:12:00.000000 UTC,2025,1,49.0,Huafeng Fawn Colored Stripe Loose Xmas Sweaters Womens,Plus
92039,Tracy,Simpson,2025-01-06 14:12:00.000000 UTC,2025,1,104.0,Not Your Daughter's Jeans Women's Petite Straight Leg,Jeans
98643,Amanda,Figueroa,2025-01-27 08:43:00.000000 UTC,2025,1,39.5099983215332,Port Authority Ladies Concept Shrug,Sweaters
26694,Michael,Pham,2023-01-30 04:35:00.000000 UTC,2023,1,42.5,Sprawl Long Sleeve Grappling Top MMA Rashguard - Vented - Black,Swim
48449,Michael,Reynolds,2023-01-10 17:54:00.000000 UTC,2023,1,15.0,Allegra K Mens Fashion Long Sleeve Stretchy Button Closure Pockets Detail Blazer Dark Gray S,Suits & Sport Coats
60081,Thomas,Turner,2025-01-11 02:05:00.000000 UTC,2025,1,10.489999771118164,SWG EYEWEARÂ® Aviator Sunglasses - Matte Black / Smoke HardShell Gift Ready!,Accessories
